order_gk,offer_id
3000622291110,300051764101
3000623441053,300051839779
3000624341081,300051903100
3000625042174,300051969178
3000627180894,300052048548
3000627782022,300052098261
3000628706897,300052176450
3000589082452,300051248313
3000594346353,300051476829
3000554321397,300050665069
3000555895687,300050733459
3000556271814,300050745486
3000557362183,300050767260
3000588807158,300051240435
3000590082454,300051309761
3000592147537,300051361213
3000594095861,300051454501
3000585767280,300051129477
3000553746624,300050642633
3000599837320,300051679833
3000587531074,300051175002
3000582816870,300050971117
3000593597383,300051429452
3000628783008,300052185184
3000599710720,300051670268
3000627182250,300052049802
3000630781393,300052318261
3000629756560,300052250421
3000632971742,300052415475
3000592796970,300051386916
3000592921484,300051394035
3000628456246,300052141138
3000627158722,300052046120
3000592521315,300051379206
3000592496125,300051377720
3000578627090,300050890667
3000632797856,300052397775
3000629932018,300052268951
3000632822613,300052401224
3000589456900,300051277011
3000553945431,300050647218
3000586291043,300051144463
3000554071639,300050650225
3000557937018,300050788880
3000553772740,300050644280
3000598788089,300051635229
3000617851158,300051734477
3000582966362,300050979105
3000556096146,300050737007
3000623791260,300051870268
3000625816169,300052007065
3000633071187,300052433975
3000596371448,300051564232
3000625767432,300052003711
3000630781485,300052318432
3000632795761,300052395545
3000631206008,300052335508
3000632820779,300052399075
3000629780967,300052253082
3000596146535,300051556582
3000617325860,300051708843
3000622916417,300051802466
3000624341701,300051904091
3000624768523,300051932062
3000625742258,300052001600
3000626091388,300052014238
3000627205841,300052051152
3000627132012,300052036499
3000627783342,300052100358
3000628431337,300052137053
3000630656132,300052308010
3000633023250,300052428924
3000632195652,300052363928
3000632998800,300052423003
3000632823069,300052401714
3000629082095,300052196222
3000629356707,300052229215
3000630006375,300052277180
3000630007098,300052278286
3000632771024,300052392217
3000627782862,300052099619
3000629856144,300052259262
3000594971412,300051512695
3000595746603,300051545815
3000622866111,300051798173
3000627755646,300052095218
3000628706328,300052175735
3000599987408,300051689519
3000624792345,300051936579
3000589281184,300051261857
3000592196678,300051363813
